P코드순번,P코드,거래처명,시도명,시군구명,읍면동명,주소,대리점코드,대리점명,중복여부,점유비,P코드합계,대리점실적,,신규,MNP,기변,,MNO,MVNO,(MVNO비중),,번들,동판
PE91671,PE9167,에스유 동탄점,경기,화성시 동탄구,반송동,경기도 화성시 동탄구 동탄반석로 120,D13965,대교대리점,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
P516941,P51694,예찬텔레콤,경기,성남시 수정구,복정동,경기도 성남시 수정구 복정로 28,D13357,가능대리점,중복점,80.00%,5,4,,1,0,3,,0,0,0.00%,,0,0
P182841,P18284,썬엔텔레콤,서울,도봉구,방학동,서울특별시 도봉구 도봉로150길 27,D15146,PS&M,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
PC88031,PC8803,(주)하나컴퍼니 선부지점,경기,안산시 단원구,선부동,경기도 안산시 단원구 달미로 100,D14342,신창대리점,중복점,80.00%,5,4,,0,3,1,,3,0,0.00%,,0,0
P984141,P98414,민텔레콤,서울,도봉구,창동,서울특별시 도봉구 덕릉로 221,D15146,PS&M,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
PE41841,PE4184,대성아이티,서울,강동구,성내동,서울특별시 강동구 풍성로 91,D14342,신창대리점,중복점,80.00%,5,4,,1,0,3,,0,0,0.00%,,0,0
P566641,P56664,드림온정보통신,서울,강북구,수유동,서울특별시 강북구 삼양로77길 16,D13858,새서울대리점,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,0
P469601,P46960,화이트(퇴촌),경기,광주시,퇴촌면,경기도 광주시 퇴촌면 광동로 50,D13827,지은대리점,중복점,80.00%,5,4,,1,0,3,,0,0,0.00%,,0,0
PE42951,PE4295,오거리통신,경기,안양시 만안구,안양동,경기도 안양시 만안구 양화로72번길 83,D15146,PS&M,중복점,80.00%,5,4,,1,0,3,,0,0,0.00%,,0,0
P999181,P99918,이레행복통신,인천,미추홀구,학익동,인천광역시 미추홀구 매소홀로 436,D15146,PS&M,중복점,80.00%,5,4,,0,3,1,,2,1,33.33%,,0,0
P801311,P80131,나래정보통신,강원,철원군,동송읍,강원 철원군 동송읍 금학로 219,D15146,PS&M,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
PC83021,PC8302,(주)서린글로벌 광교점,경기,용인시 수지구,상현동,경기도 용인시 수지구 광교중앙로 297,D13469,코넥,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
PC93021,PC9302,안중폰2,경기,평택시,안중읍,경기도 평택시 안중읍 안현로서6길 72,D15146,PS&M,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
PE63031,PE6303,환희,서울,구로구,구로동,서울특별시 구로구 새말로 97,F13586,신도SDR,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
P783941,P78394,휴대폰성지 판다폰 주안역점,인천,미추홀구,주안동,인천광역시 미추홀구 염창로 73,D13951,강남스타대리점,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
PE50381,PE5038,금촌 휴대폰성지 라온모바일,경기,파주시,금촌동,경기도 파주시 번영로 10,D14342,신창대리점,중복점,80.00%,5,4,,0,2,2,,1,1,50.00%,,0,0
PC35071,PC3507,폰매직,인천,서구,가정동,인천광역시 서구 가정로 322,D13827,지은대리점,중복점,80.00%,5,4,,0,2,2,,1,1,50.00%,,0,0
P959661,P95966,즐펀텔레콤,서울,노원구,공릉동,서울특별시 노원구 동일로180길 28,D15146,PS&M,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
PC92981,PC9298,영종국제통신,인천,중구,중산동,인천광역시 중구 하늘중앙로225번길 11,D15146,PS&M,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
PE50831,PE5083,부림텔레콤,강원,원주시,중앙동,강원특별자치도 원주시 중앙로 40,D15146,PS&M,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
PE55601,PE5560,휴대폰성지 신림점,서울,관악구,신림동,서울특별시 관악구 신원로 22,D15121,CD대리점,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
PA62571,PA6257,한강,서울,금천구,독산동,서울특별시 금천구 시흥대로 471-1,D13965,대교대리점,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,0
P258501,P25850,일등이동통신,강원,속초시,청학동,강원 속초시 중앙로 89-1,D14746,유원대리점,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,0
PE48211,PE4821,휴대폰멀티샵 팽성점,경기,평택시,팽성읍,경기도 평택시 팽성읍 동서촌로 111,D13542,삼보대리점,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,0
PC88121,PC8812,써니(Sunny)프라자,강원,홍천군,홍천읍,강원 홍천군 홍천읍 홍천로3길 16,D13469,코넥,중복점,80.00%,5,4,,1,0,3,,0,0,0.00%,,0,0
PE53111,PE5311,휴대폰성지 당곡점,서울,관악구,봉천동,서울특별시 관악구 당곡길 6,D15121,CD대리점,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
P125041,P12504,브이테크정보통신,경기,군포시,산본동,경기도 군포시 번영로 505,D15146,PS&M,중복점,80.00%,5,4,,0,0,4,,0,0,0.00%,,0,0
PE87701,PE8770,스마트폰면세점 세교점,경기,오산시,탑동,경기도 오산시 초평중앙로 22,D13827,지은대리점,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
P916431,P91643,휴대폰성지 미스터모바일,경기,성남시 중원구,성남동,경기도 성남시 중원구 제일로35번길 37,D15146,PS&M,중복점,80.00%,5,4,,0,1,3,,1,0,0.00%,,0,0
PA37911,PA3791,장텔레콤,서울,동작구,신대방동,서울특별시 동작구 신대방길 18,D15146,PS&M,중복점,80.00%,5,4,,1,2,1,,2,0,0.00%,,0,0
PE87811,PE8781,하루모바일 장위점,서울,성북구,장위동,서울특별시 성북구 돌곶이로27길 78,D15146,PS&M,중복점,80.00%,5,4,,0,2,2,,2,0,0.00%,,0,0
PC29701,PC2970,폰친구,서울,노원구,공릉동,서울특별시 노원구 동일로 1004,F13586,신도SDR,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PC80551,PC8055,휴대폰성지,경기,평택시,비전동,경기도 평택시 평남로 941,D13469,코넥,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
P144381,P14438,씨엔엔정보텔레콤,인천,미추홀구,용현동,인천광역시 남구 낙섬중로32번길 3,D13225,광장대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PE38301,PE3830,가족통신,경기,용인시 기흥구,중동,경기도 용인시 기흥구 동백죽전대로 444,D15146,PS&M,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PC91831,PC9183,태인텔레콤,서울,중랑구,묵동,서울특별시 중랑구 동일로143길 24,D14342,신창대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
P863091,P86309,휴대폰성지 범텔레콤,경기,성남시 중원구,은행동,경기도 성남시 중원구 자혜로 73-2,D13357,가능대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PE61411,PE6141,휴대폰의모든것청춘대길지축점,경기,고양시 덕양구,지축동,경기도 고양시 덕양구 지축1로 73,F13586,신도SDR,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,1
PE49461,PE4946,스마일폰톡,경기,광주시,능평동,경기도 광주시 오포로 125,D13357,가능대리점,중복점,60.00%,5,3,,0,3,0,,0,3,100.00%,,0,0
PE02831,PE0283,휴대폰의모든것청춘대길이수점,서울,동작구,사당동,서울특별시 동작구 동작대로29길 110,F13586,신도SDR,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PC78331,PC7833,쿠모바일,서울,도봉구,쌍문동,서울특별시 도봉구 도봉로 585,D15146,PS&M,중복점,60.00%,5,3,,0,2,1,,2,0,0.00%,,0,0
PE74821,PE7482,이천 휴대폰 성지 쌀밥통신,경기,이천시,중리동,경기도 이천시 서희로 26,D15146,PS&M,중복점,60.00%,5,3,,0,3,0,,3,0,0.00%,,0,0
PE74791,PE7479,데이엠앤에스,서울,중랑구,면목동,서울특별시 중랑구 면목로 254,D14342,신창대리점,중복점,60.00%,5,3,,1,0,2,,0,0,0.00%,,0,0
PA52211,PA5221,우리모바일,경기,이천시,중리동,경기도 이천시 중리천로 64,D13827,지은대리점,중복점,60.00%,5,3,,2,0,1,,0,0,0.00%,,0,0
PE63751,PE6375,휴대폰성지,경기,하남시,학암동,경기도 하남시 위례중앙로 215,D13827,지은대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PE77221,PE7722,백암휴대폰,경기,용인시 처인구,백암면,"경기 용인시 처인구 백암면 백암로 214,",D15146,PS&M,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PA78841,PA7884,전부,인천,미추홀구,도화동,인천광역시 미추홀구 제일로 21,D13952,참스타대리점,중복점,60.00%,5,3,,1,1,1,,1,0,0.00%,,0,0
PE57261,PE5726,휴대폰성지세모폰샤로수길점,서울,관악구,봉천동,서울특별시 관악구 남부순환로 1849,D15121,CD대리점,중복점,60.00%,5,3,,0,1,2,,0,1,100.00%,,0,0
P894121,P89412,동아모바일 소래점,인천,남동구,논현동,인천광역시 남동구 앵고개로 928,D13827,지은대리점,중복점,60.00%,5,3,,1,1,1,,1,0,0.00%,,0,0
PC48721,PC4872,휴대폰성지 판다폰 만수점,인천,남동구,만수동,인천광역시 남동구 백범로 236,D13827,지은대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PC78151,PC7815,마송텔레콤,경기,김포시,통진읍,경기도 김포시 통진읍 서암로 68,D15051,프리스비,중복점,60.00%,5,3,,0,2,1,,1,1,50.00%,,0,0
PE41301,PE4130,위너 TFK 중동점,경기,부천시 원미구,중동,경기도 부천시 원미구 조마루로297번길 61,D13965,대교대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,1
PC42591,PC4259,쭌텔레콤 프로점,인천,미추홀구,용현동,인천광역시 남구 용정공원로 33,D15146,PS&M,중복점,60.00%,5,3,,1,1,1,,1,0,0.00%,,0,0
PE59521,PE5952,스마트폰면세점 그랑자이점,경기,안산시 상록구,사동,경기도 안산시 상록구 해양4로 26,D15146,PS&M,중복점,60.00%,5,3,,0,3,0,,3,0,0.00%,,0,0
PC79601,PC7960,민우텔레콤,서울,성북구,정릉동,서울특별시 성북구 정릉로 307,D15146,PS&M,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
P955401,P95540,스마트정보통신,경기,남양주시,퇴계원읍,경기도 남양주시 퇴계원면 퇴계원로 37-1,D15051,프리스비,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PE69761,PE6976,마송텔레콤 통진점,경기,김포시,통진읍,경기 김포시 통진읍 김포대로 2236,D15051,프리스비,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PA65131,PA6513,폰스쿨(해모로점),경기,광명시,광명동,경기도 광명시 광화로 14,D13858,새서울대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PA56391,PA5639,천하통신,경기,용인시 처인구,포곡읍,경기도 용인시 처인구 포곡읍 포곡로108번길 13-6,D14342,신창대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
P661741,P66174,한빛정보통신,인천,서구,석남동,인천광역시 서구 가정로 283,D15173,정원대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PE25501,PE2550,와이제이모바일,인천,부평구,부개동,인천광역시 부평구 부일로 87,D15121,CD대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PE49261,PE4926,한숲폰,경기,용인시 처인구,남사읍,경기도 용인시 처인구 남사읍 한숲로 60,D13225,광장대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PE88931,PE8893,휴대폰성지 드림폰문화의거리점,경기,오산시,원동,경기도 오산시 대원로 12-2,D15146,PS&M,중복점,60.00%,5,3,,0,2,1,,1,1,50.00%,,0,0
PC78141,PC7814,예스폰,경기,평택시,고덕동,경기도 평택시 함박산8길 13,D15146,PS&M,중복점,60.00%,5,3,,0,3,0,,2,1,33.33%,,0,0
P788621,P78862,에스투통신,경기,안산시 상록구,본오동,경기도 안산시 상록구 각골로 60,D13952,참스타대리점,중복점,60.00%,5,3,,1,0,2,,0,0,0.00%,,0,0
PE90261,PE9026,휴대폰 성지 옆커폰 신촌점,서울,서대문구,창천동,서울특별시 서대문구 신촌로 63,D13225,광장대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PE31771,PE3177,용성텔레콤,서울,관악구,봉천동,서울특별시 관악구 남부순환로 1679,D15146,PS&M,중복점,60.00%,5,3,,1,0,2,,0,0,0.00%,,0,0
P107091,P10709,K.L정보통신,서울,동작구,대방동,서울특별시 동작구 여의대방로 188,D14192,한남대리점,중복점,60.00%,5,3,,2,0,1,,0,0,0.00%,,0,0
PE33081,PE3308,키움,서울,동대문구,답십리동,서울특별시 동대문구 한천로11길 6,D14342,신창대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PE91241,PE9124,로이통신,서울,은평구,역촌동,서울특별시 은평구 갈현로 47,D15146,PS&M,중복점,60.00%,5,3,,0,2,1,,2,0,0.00%,,0,0
P662271,P66227,Main,경기,안양시 동안구,평촌동,경기도 안양시 동안구 흥안대로 420,D13952,참스타대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PA37091,PA3709,제이에스모바일,서울,서대문구,북아현동,서울특별시 서대문구 북아현로 20,D15146,PS&M,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PC23161,PC2316,주식회사폰마트만천점,강원,춘천시,동면,강원 춘천시 동면 만천로 51,D15146,PS&M,중복점,60.00%,5,3,,0,3,0,,3,0,0.00%,,0,0
PC87621,PC8762,에이치에이치씨,경기,남양주시,화도읍,경기도 남양주시 화도읍 먹갓로28번길 5,D15173,정원대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PE78151,PE7815,휴대폰개통명당,경기,양주시,덕정동,경기도 양주시 회정로 134,D13965,대교대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PC09851,PC0985,자양통신,서울,광진구,자양동,서울특별시 광진구 자양로13길 108,D13357,가능대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PE88221,PE8822,휴대폰성지 세모폰 부천현대점,경기,부천시 원미구,중동,경기도 부천시 원미구 소향로 119,D14674,서울ent대리점,중복점,60.00%,5,3,,0,3,0,,3,0,0.00%,,0,0
P561141,P56114,에프원텔레콤,경기,부천시 원미구,역곡동,경기도 부천시 지봉로121번길 5,D15157,근흥대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PC25071,PC2507,휴대폰할인마트,강원,삼척시,교동,강원 삼척시 교동로 27,D15146,PS&M,중복점,60.00%,5,3,,2,1,0,,1,0,0.00%,,0,0
PE96251,PE9625,휴대폰성지 정직폰 지산점,경기,평택시,지산동,경기도 평택시 송탄공원로 81,D15146,PS&M,중복점,60.00%,5,3,,0,2,1,,2,0,0.00%,,0,0
PE69191,PE6919,휴대폰성지 드림폰 오산점,경기,오산시,누읍동,경기도 오산시 고을1길 36,D13469,코넥,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PE81591,PE8159,휴대폰성지옆커폰의정부금오점,경기,의정부시,금오동,경기도 의정부시 청사로 50,D13225,광장대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
PE62441,PE6244,우리동네도매폰2호,경기,고양시 일산동구,중산동,경기도 고양시 일산동구 중산로 67,D13225,광장대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PE76371,PE7637,약지금5호점,경기,양주시,광사동,경기도 양주시 고읍남로 23,D15117,알파대리점,중복점,60.00%,5,3,,1,1,1,,1,0,0.00%,,0,0
P101791,P10179,지수통신,경기,안양시 동안구,비산동,경기도 안양시 동안구 동안로 194,D13827,지은대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
P762431,P76243,행복통신,경기,성남시 분당구,판교동,경기도 성남시 분당구 운중로 239,D13225,광장대리점,중복점,60.00%,5,3,,1,0,2,,0,0,0.00%,,0,0
P722441,P72244,산텔레콤,경기,안양시 동안구,호계동,경기도 안양시 동안구 경수대로 428,D13622,MD대리점,중복점,60.00%,5,3,,1,0,2,,0,0,0.00%,,0,0
PC48961,PC4896,루아모바일,경기,남양주시,진접읍,"경기 남양주시 진접읍 장현로 78,",D15146,PS&M,중복점,60.00%,5,3,,0,2,1,,2,0,0.00%,,0,0
PE73511,PE7351,혜성모바일,경기,수원시 권선구,당수동,경기도 수원시 권선구 당진로15번길 56,D13965,대교대리점,중복점,60.00%,5,3,,0,1,2,,1,0,0.00%,,0,0
P880711,P88071,픽스 공인중개사 사무소,강원,철원군,동송읍,강원 철원군 동송읍 금학로 191,D13742,한유대리점,중복점,60.00%,5,3,,0,0,3,,0,0,0.00%,,0,0
PC29702,PC2970,폰친구,서울,노원구,공릉동,서울특별시 노원구 동일로 1004,D14342,신창대리점,중복점,40.00%,5,2,,0,2,0,,2,0,0.00%,,0,0
PC80552,PC8055,휴대폰성지,경기,평택시,비전동,경기도 평택시 평남로 941,D13965,대교대리점,중복점,40.00%,5,2,,0,0,2,,0,0,0.00%,,0,0
P144382,P14438,씨엔엔정보텔레콤,인천,미추홀구,용현동,인천광역시 남구 낙섬중로32번길 3,D13952,참스타대리점,중복점,40.00%,5,2,,0,1,1,,1,0,0.00%,,0,0
PE38302,PE3830,가족통신,경기,용인시 기흥구,중동,경기도 용인시 기흥구 동백죽전대로 444,D13225,광장대리점,중복점,40.00%,5,2,,0,0,2,,0,0,0.00%,,0,0
PC91832,PC9183,태인텔레콤,서울,중랑구,묵동,서울특별시 중랑구 동일로143길 24,D13858,새서울대리점,중복점,40.00%,5,2,,0,0,2,,0,0,0.00%,,0,0
P863092,P86309,휴대폰성지 범텔레콤,경기,성남시 중원구,은행동,경기도 성남시 중원구 자혜로 73-2,D14746,유원대리점,중복점,40.00%,5,2,,1,0,1,,0,0,0.00%,,0,0
PE61412,PE6141,휴대폰의모든것청춘대길지축점,경기,고양시 덕양구,지축동,경기도 고양시 덕양구 지축1로 73,D13124,UNI대리점,중복점,40.00%,5,2,,0,0,2,,0,0,0.00%,,0,0
PE49462,PE4946,스마일폰톡,경기,광주시,능평동,경기도 광주시 오포로 125,D13965,대교대리점,중복점,40.00%,5,2,,0,1,1,,1,0,0.00%,,0,1
PA89691,PA8969,폰포유,경기,시흥시,정왕동,경기도 시흥시 중심상가3길 10,D13952,참스타대리점,중복점,40.00%,5,2,,1,1,0,,1,0,0.00%,,0,0
PA89692,PA8969,폰포유,경기,시흥시,정왕동,경기도 시흥시 중심상가3길 10,D13124,UNI대리점,중복점,40.00%,5,2,,0,1,1,,1,0,0.00%,,0,0
PE02832,PE0283,휴대폰의모든것청춘대길이수점,서울,동작구,사당동,서울특별시 동작구 동작대로29길 110,D13124,UNI대리점,중복점,40.00%,5,2,,0,0,2,,0,0,0.00%,,0,0
PE35351,PE3535,송정본가,경기,이천시,송정동,경기도 이천시 증신로 242,D13469,코넥,중복점,40.00%,5,2,,0,0,2,,0,0,0.00%,,0,0
PE35352,PE3535,송정본가,경기,이천시,송정동,경기도 이천시 증신로 242,D15146,PS&M,중복점,40.00%,5,2,,1,1,0,,1,0,0.00%,,0,0
PC78332,PC7833,쿠모바일,서울,도봉구,쌍문동,서울특별시 도봉구 도봉로 585,D13357,가능대리점,중복점,40.00%,5,2,,0,1,1,,1,0,0.00%,,0,0
PE74822,PE7482,이천 휴대폰 성지 쌀밥통신,경기,이천시,중리동,경기도 이천시 서희로 26,D13965,대교대리점,중복점,40.00%,5,2,,0,1,1,,1,0,0.00%,,0,0
PE74792,PE7479,데이엠앤에스,서울,중랑구,면목동,서울특별시 중랑구 면목로 254,D15146,PS&M,중복점,40.00%,5,2,,0,2,0,,2,0,0.00%,,0,0
PA52212,PA5221,우리모바일,경기,이천시,중리동,경기도 이천시 중리천로 64,D15146,PS&M,중복점,40.00%,5,2,,0,1,1,,1,0,0.00%,,0,0
PC66701,PC6670,폰사랑,강원,강릉시,입암동,강원 강릉시 성덕포남로 53,D14746,유원대리점,중복점,40.00%,5,2,,0,1,1,,1,0,0.00%,,0,1
PC66702,PC6670,폰사랑,강원,강릉시,입암동,강원 강릉시 성덕포남로 53,D13952,참스타대리점,중복점,40.00%,5,2,,0,1,1,,1,0,0.00%,,0,0
PE63752,PE6375,휴대폰성지,경기,하남시,학암동,경기도 하남시 위례중앙로 215,D13225,광장대리점,중복점,40.00%,5,2,,0,0,2,,0,0,0.00%,,0,0
PE77222,PE7722,백암휴대폰,경기,용인시 처인구,백암면,"경기 용인시 처인구 백암면 백암로 214,",D13965,대교대리점,중복점,40.00%,5,2,,0,1,1,,1,0,0.00%,,0,0
PA78842,PA7884,전부,인천,미추홀구,도화동,인천광역시 미추홀구 제일로 21,D15146,PS&M,중복점,40.00%,5,2,,0,2,0,,2,0,0.00%,,0,0
